sequence,update_id,memory_id,version,operation,backend,event_persisted_at,backend_committed_at,rawerk_committed_at,checkpoint_committed_at,first_searchable,first_searchable_at,processing_attempt,status,is_duplicate
358,p53a_evt_000358,p53a_000358,358,update_relation,neo4j,9365.073,9371.665,9375.784,9376.196,True,9380.343,1,ok,False
359,p53a_evt_000359,p53a_000359,359,update_relation,neo4j,9380.352,9386.223,9390.286,9390.75,True,9392.095,1,ok,False
360,p53a_evt_000360,p53a_000360,360,insert_memory,neo4j,9392.105,9399.741,9404.144,9404.784,True,9408.491,1,ok,False
361,p53a_evt_000361,p53a_000361,361,insert_memory,neo4j,9408.502,9414.901,9420.064,9420.538,True,9422.059,1,ok,False
362,p53a_evt_000362,p53a_000362,362,insert_memory,neo4j,9422.069,9428.301,9433.264,9433.76,True,9436.124,1,ok,False
363,p53a_evt_000363,p53a_000363,363,replace_relation,neo4j,9436.135,9442.947,9448.049,9448.572,True,9450.994,1,ok,False
364,p53a_evt_000364,p53a_000364,364,insert_memory,neo4j,9451.005,9457.176,9461.165,9461.642,True,9463.916,1,ok,False
365,p53a_evt_000365,p53a_000365,365,insert_memory,neo4j,9463.926,9473.015,9477.452,9477.912,True,9479.725,1,ok,False
366,p53a_evt_000366,p53a_000366,366,update_relation,neo4j,9479.735,9486.509,9490.359,9490.792,True,9492.75,1,ok,False
367,p53a_evt_000367,p53a_000367,367,insert_memory,neo4j,9492.76,9499.883,9503.796,9504.276,True,9509.024,1,ok,False
368,p53a_evt_000368,p53a_000368,368,update_relation,neo4j,9509.035,9515.12,9519.352,9519.843,True,9521.312,1,ok,False
369,p53a_evt_000369,p53a_000369,369,update_relation,neo4j,9521.321,9527.678,9531.261,9531.734,True,9533.423,1,ok,False
370,p53a_evt_000370,p53a_000370,370,insert_memory,neo4j,9533.432,9539.128,9543.259,9543.886,True,9546.146,1,ok,False
371,p53a_evt_000371,p53a_000371,371,insert_memory,neo4j,9546.159,9555.357,9560.169,9560.669,True,9564.617,1,ok,False
372,p53a_evt_000372,p53a_000372,372,update_relation,neo4j,9564.629,9571.124,9575.425,9575.913,True,9578.443,1,ok,False
373,p53a_evt_000373,p53a_000373,373,insert_memory,neo4j,9578.453,9587.864,9592.848,9593.32,True,9598.036,1,ok,False
374,p53a_evt_000374,p53a_000374,374,insert_memory,neo4j,9598.048,9604.981,9610.591,9611.155,True,9617.209,1,ok,False
375,p53a_evt_000375,p53a_000375,375,insert_memory,neo4j,9617.221,9624.365,9628.536,9628.989,True,9630.764,1,ok,False
376,p53a_evt_000376,p53a_000376,376,update_relation,neo4j,9630.778,9637.53,9642.632,9643.108,True,9645.091,1,ok,False
377,p53a_evt_000377,p53a_000377,377,replace_relation,neo4j,9645.102,9650.915,9654.704,9655.15,True,9656.638,1,ok,False
378,p53a_evt_000378,p53a_000378,378,insert_memory,neo4j,9656.648,9662.91,9667.295,9667.754,True,9669.526,1,ok,False
379,p53a_evt_000379,p53a_000379,379,update_relation,neo4j,9669.536,9676.12,9680.087,9680.534,True,9682.137,1,ok,False
380,p53a_evt_000380,p53a_000380,380,insert_memory,neo4j,9682.148,9688.627,9694.608,9695.271,True,9699.852,1,ok,False
381,p53a_evt_000381,p53a_000381,381,insert_memory,neo4j,9699.867,9705.807,9709.31,9709.803,True,9711.695,1,ok,False
382,p53a_evt_000382,p53a_000382,382,update_relation,neo4j,9711.707,9718.599,9723.46,9723.972,True,9725.599,1,ok,False
383,p53a_evt_000383,p53a_000383,383,insert_memory,neo4j,9725.61,9732.688,9736.998,9737.512,True,9739.528,1,ok,False
384,p53a_evt_000384,p53a_000384,384,insert_memory,neo4j,9739.539,9745.734,9750.413,9750.908,True,9753.419,1,ok,False
385,p53a_evt_000385,p53a_000385,385,update_relation,neo4j,9753.429,9761.08,9765.79,9766.327,True,9768.501,1,ok,False
386,p53a_evt_000386,p53a_000386,386,insert_memory,neo4j,9768.513,9775.248,9779.568,9780.097,True,9782.299,1,ok,False
387,p53a_evt_000387,p53a_000387,387,insert_memory,neo4j,9782.312,9790.28,9794.379,9794.947,True,9797.013,1,ok,False
388,p53a_evt_000388,p53a_000388,388,update_relation,neo4j,9797.024,9804.03,9808.232,9808.785,True,9814.386,1,ok,False
389,p53a_evt_000389,p53a_000389,389,insert_memory,neo4j,9814.403,9822.913,9827.046,9827.523,True,9829.746,1,ok,False
390,p53a_evt_000390,p53a_000390,390,insert_memory,neo4j,9829.758,9836.209,9840.063,9840.52,True,9844.849,1,ok,False
391,p53a_evt_000391,p53a_000391,391,replace_relation,neo4j,9844.862,9852.153,9857.087,9857.552,True,9859.06,1,ok,False
392,p53a_evt_000392,p53a_000392,392,update_relation,neo4j,9859.07,9865.678,9869.727,9870.2,True,9874.965,1,ok,False
393,p53a_evt_000393,p53a_000393,393,insert_memory,neo4j,9874.976,9881.413,9885.524,9885.98,True,9891.629,1,ok,False
394,p53a_evt_000394,p53a_000394,394,insert_memory,neo4j,9891.639,9898.046,9903.03,9903.481,True,9907.548,1,ok,False
395,p53a_evt_000395,p53a_000395,395,replace_relation,neo4j,9907.558,9913.948,9918.031,9918.586,True,9920.401,1,ok,False
396,p53a_evt_000396,p53a_000396,396,update_relation,neo4j,9920.413,9926.68,9932.542,9933.049,True,9934.973,1,ok,False
397,p53a_evt_000397,p53a_000397,397,update_relation,neo4j,9934.983,10029.206,10033.618,10034.13,True,10035.963,1,ok,False
398,p53a_evt_000398,p53a_000398,398,insert_memory,neo4j,10035.974,10042.646,10047.79,10048.333,True,10050.313,1,ok,False
399,p53a_evt_000399,p53a_000399,399,update_relation,neo4j,10050.324,10056.861,10061.273,10061.799,True,10064.35,1,ok,False
400,p53a_evt_000400,p53a_000400,400,update_relation,neo4j,10064.374,10072.074,10076.54,10077.09,True,10079.528,1,ok,False
401,p53a_evt_000401,p53a_000401,401,insert_memory,neo4j,10086.72,10094.79,10099.456,10100.002,True,10106.262,1,ok,False
402,p53a_evt_000402,p53a_000402,402,insert_memory,neo4j,10106.274,10113.326,10117.388,10117.901,True,10120.036,1,ok,False
403,p53a_evt_000403,p53a_000403,403,insert_memory,neo4j,10120.046,10127.743,10132.426,10132.923,True,10134.763,1,ok,False
404,p53a_evt_000404,p53a_000404,404,insert_memory,neo4j,10134.774,10141.363,10145.398,10145.863,True,10147.546,1,ok,False
405,p53a_evt_000405,p53a_000405,405,insert_memory,neo4j,10147.559,10154.942,10159.006,10159.458,True,10161.577,1,ok,False
406,p53a_evt_000406,p53a_000406,406,insert_memory,neo4j,10161.587,10167.176,10171.472,10171.941,True,10173.325,1,ok,False
407,p53a_evt_000407,p53a_000407,407,insert_memory,neo4j,10173.334,10180.39,10185.007,10185.477,True,10187.177,1,ok,False
408,p53a_evt_000408,p53a_000408,408,insert_memory,neo4j,10187.189,10193.324,10197.466,10197.933,True,10203.175,1,ok,False
409,p53a_evt_000409,p53a_000409,409,update_relation,neo4j,10203.185,10209.978,10213.834,10214.328,True,10216.276,1,ok,False
410,p53a_evt_000410,p53a_000410,410,insert_memory,neo4j,10216.287,10221.657,10225.693,10226.161,True,10231.858,1,ok,False
411,p53a_evt_000411,p53a_000411,411,insert_memory,neo4j,10231.869,10239.998,10244.295,10244.862,True,10246.606,1,ok,False
412,p53a_evt_000412,p53a_000412,412,insert_memory,neo4j,10246.616,10253.092,10257.02,10257.46,True,10258.998,1,ok,False
413,p53a_evt_000413,p53a_000413,413,insert_memory,neo4j,10259.009,10267.974,10273.18,10273.653,True,10275.407,1,ok,False
414,p53a_evt_000414,p53a_000414,414,insert_memory,neo4j,10275.417,10281.763,10285.91,10286.327,True,10291.895,1,ok,False
415,p53a_evt_000415,p53a_000415,415,insert_memory,neo4j,10291.905,10300.931,10306.165,10306.689,True,10309.105,1,ok,False
416,p53a_evt_000416,p53a_000416,416,insert_memory,neo4j,10309.117,10317.634,10322.843,10323.383,True,10325.741,1,ok,False
417,p53a_evt_000417,p53a_000417,417,insert_memory,neo4j,10325.752,10333.3,10337.87,10338.379,True,10341.771,1,ok,False
418,p53a_evt_000418,p53a_000418,418,insert_memory,neo4j,10341.782,10347.999,10352.317,10352.784,True,10354.467,1,ok,False
419,p53a_evt_000419,p53a_000419,419,update_relation,neo4j,10354.477,10362.602,10366.882,10367.293,True,10373.917,1,ok,False
420,p53a_evt_000420,p53a_000420,420,insert_memory,neo4j,10373.927,10379.943,10383.493,10383.935,True,10385.785,1,ok,False
421,p53a_evt_000421,p53a_000421,421,update_relation,neo4j,10385.794,10392.63,10396.75,10397.183,True,10399.497,1,ok,False
422,p53a_evt_000422,p53a_000422,422,insert_memory,neo4j,10399.509,10407.168,10411.481,10411.94,True,10414.511,1,ok,False
423,p53a_evt_000423,p53a_000423,423,insert_memory,neo4j,10414.522,10421.326,10425.701,10426.162,True,10428.19,1,ok,False
424,p53a_evt_000424,p53a_000424,424,insert_memory,neo4j,10428.2,10434.335,10437.968,10438.45,True,10444.659,1,ok,False
425,p53a_evt_000425,p53a_000425,425,insert_memory,neo4j,10444.67,10451.96,10457.537,10458.1,True,10459.729,1,ok,False
426,p53a_evt_000426,p53a_000426,426,insert_memory,neo4j,10459.739,10466.67,10470.985,10471.514,True,10479.066,1,ok,False
427,p53a_evt_000427,p53a_000427,427,insert_memory,neo4j,10479.078,10493.892,10499.643,10500.231,True,10502.934,1,ok,False
428,p53a_evt_000428,p53a_000428,428,insert_memory,neo4j,10502.944,10508.887,10512.835,10513.353,True,10515.977,1,ok,False
429,p53a_evt_000429,p53a_000429,429,update_relation,neo4j,10515.988,10521.967,10525.744,10526.226,True,10528.015,1,ok,False
430,p53a_evt_000430,p53a_000430,430,insert_memory,neo4j,10528.025,10535.418,10539.795,10540.292,True,10542.314,1,ok,False
431,p53a_evt_000431,p53a_000431,431,update_relation,neo4j,10542.325,10548.869,10552.891,10553.488,True,10555.244,1,ok,False
432,p53a_evt_000432,p53a_000432,432,update_relation,neo4j,10555.255,10562.2,10566.135,10566.675,True,10568.876,1,ok,False
433,p53a_evt_000433,p53a_000433,433,insert_memory,neo4j,10568.888,10576.182,10580.407,10580.957,True,10582.784,1,ok,False
434,p53a_evt_000434,p53a_000434,434,insert_memory,neo4j,10582.796,10590.244,10594.62,10595.164,True,10597.485,1,ok,False
435,p53a_evt_000435,p53a_000435,435,insert_memory,neo4j,10597.497,10605.691,10610.073,10610.559,True,10616.369,1,ok,False
436,p53a_evt_000436,p53a_000436,436,insert_memory,neo4j,10616.381,10624.53,10628.202,10628.735,True,10630.472,1,ok,False
437,p53a_evt_000437,p53a_000437,437,insert_memory,neo4j,10630.483,10637.103,10641.446,10641.918,True,10643.829,1,ok,False
438,p53a_evt_000438,p53a_000438,438,replace_relation,neo4j,10643.841,10651.702,10656.286,10656.768,True,10658.477,1,ok,False
439,p53a_evt_000439,p53a_000439,439,update_relation,neo4j,10658.488,10664.519,10669.082,10669.586,True,10676.967,1,ok,False
440,p53a_evt_000440,p53a_000440,440,insert_memory,neo4j,10676.979,10685.225,10689.686,10690.158,True,10692.471,1,ok,False
441,p53a_evt_000441,p53a_000441,441,insert_memory,neo4j,10692.481,10699.627,10704.094,10704.572,True,10706.312,1,ok,False
442,p53a_evt_000442,p53a_000442,442,insert_memory,neo4j,10706.322,10713.997,10719.208,10719.726,True,10722.585,1,ok,False
443,p53a_evt_000443,p53a_000443,443,insert_memory,neo4j,10722.596,10729.008,10733.706,10734.194,True,10736.338,1,ok,False
444,p53a_evt_000444,p53a_000444,444,update_relation,neo4j,10736.348,10743.604,10748.274,10748.822,True,10750.745,1,ok,False
445,p53a_evt_000445,p53a_000445,445,update_relation,neo4j,10750.757,10758.595,10763.474,10763.986,True,10770.066,1,ok,False
446,p53a_evt_000446,p53a_000446,446,insert_memory,neo4j,10770.08,10779.296,10784.42,10784.959,True,10786.828,1,ok,False
447,p53a_evt_000447,p53a_000447,447,insert_memory,neo4j,10786.839,10793.949,10798.432,10798.94,True,10800.695,1,ok,False
448,p53a_evt_000448,p53a_000448,448,update_relation,neo4j,10800.705,10808.966,10814.639,10815.136,True,10817.078,1,ok,False
449,p53a_evt_000449,p53a_000449,449,insert_memory,neo4j,10817.089,10823.528,10828.251,10828.729,True,10830.302,1,ok,False
450,p53a_evt_000450,p53a_000450,450,insert_memory,neo4j,10830.312,10836.908,10842.2,10842.678,True,10844.729,1,ok,False
451,p53a_evt_000451,p53a_000451,451,insert_memory,neo4j,10844.739,10851.108,10855.172,10855.708,True,10857.38,1,ok,False
452,p53a_evt_000452,p53a_000452,452,update_relation,neo4j,10857.389,10864.019,10869.639,10870.193,True,10876.882,1,ok,False
453,p53a_evt_000453,p53a_000453,453,insert_memory,neo4j,10876.893,10885.924,10890.928,10891.441,True,10894.259,1,ok,False
454,p53a_evt_000454,p53a_000454,454,insert_memory,neo4j,10894.27,10900.982,10905.654,10906.127,True,10907.595,1,ok,False
455,p53a_evt_000455,p53a_000455,455,insert_memory,neo4j,10907.605,10913.527,10917.885,10918.363,True,10920.596,1,ok,False
456,p53a_evt_000456,p53a_000456,456,insert_memory,neo4j,10920.606,10928.296,10933.597,10934.043,True,10939.497,1,ok,False
457,p53a_evt_000457,p53a_000457,457,insert_memory,neo4j,10939.511,10946.259,10950.5,10950.983,True,10955.423,1,ok,False
458,p53a_evt_000458,p53a_000458,458,insert_memory,neo4j,10955.434,10964.337,10968.77,10969.288,True,10973.276,1,ok,False
459,p53a_evt_000459,p53a_000459,459,update_relation,neo4j,10973.286,10983.026,10987.588,10988.097,True,10990.051,1,ok,False
460,p53a_evt_000460,p53a_000460,460,insert_memory,neo4j,10990.067,10998.15,11002.787,11003.307,True,11005.457,1,ok,False
461,p53a_evt_000461,p53a_000461,461,replace_relation,neo4j,11005.467,11012.146,11016.468,11016.971,True,11022.194,1,ok,False
462,p53a_evt_000462,p53a_000462,462,insert_memory,neo4j,11022.206,11031.2,11035.855,11036.364,True,11039.073,1,ok,False
463,p53a_evt_000463,p53a_000463,463,insert_memory,neo4j,11039.084,11046.217,11050.609,11051.118,True,11053.282,1,ok,False
464,p53a_evt_000464,p53a_000464,464,insert_memory,neo4j,11053.292,11060.845,11065.194,11065.727,True,11068.075,1,ok,False
465,p53a_evt_000465,p53a_000465,465,insert_memory,neo4j,11068.086,11075.044,11079.401,11079.931,True,11082.441,1,ok,False
466,p53a_evt_000466,p53a_000466,466,insert_memory,neo4j,11082.454,11090.047,11094.117,11094.636,True,11096.678,1,ok,False
467,p53a_evt_000467,p53a_000467,467,update_relation,neo4j,11096.688,11103.355,11107.932,11108.441,True,11110.19,1,ok,False
468,p53a_evt_000468,p53a_000468,468,insert_memory,neo4j,11110.2,11118.648,11123.903,11124.418,True,11126.667,1,ok,False
469,p53a_evt_000469,p53a_000469,469,insert_memory,neo4j,11126.678,11133.268,11137.393,11137.863,True,11139.737,1,ok,False
470,p53a_evt_000470,p53a_000470,470,insert_memory,neo4j,11139.747,11147.67,11151.9,11152.41,True,11154.187,1,ok,False
471,p53a_evt_000471,p53a_000471,471,replace_relation,neo4j,11154.197,11160.066,11164.165,11164.673,True,11168.824,1,ok,False
472,p53a_evt_000472,p53a_000472,472,insert_memory,neo4j,11168.836,11176.323,11180.13,11180.685,True,11182.37,1,ok,False
473,p53a_evt_000473,p53a_000473,473,insert_memory,neo4j,11182.381,11189.328,11193.374,11193.872,True,11197.895,1,ok,False
474,p53a_evt_000474,p53a_000474,474,replace_relation,neo4j,11197.907,11205.094,11209.778,11210.389,True,11212.628,1,ok,False
475,p53a_evt_000475,p53a_000475,475,insert_memory,neo4j,11212.639,11219.932,11224.61,11225.104,True,11227.566,1,ok,False
476,p53a_evt_000476,p53a_000476,476,insert_memory,neo4j,11227.578,11235.525,11239.728,11240.224,True,11242.272,1,ok,False
477,p53a_evt_000477,p53a_000477,477,insert_memory,neo4j,11242.283,11249.113,11253.87,11254.364,True,11260.837,1,ok,False
478,p53a_evt_000478,p53a_000478,478,update_relation,neo4j,11260.849,11268.704,11272.619,11273.133,True,11279.533,1,ok,False
479,p53a_evt_000479,p53a_000479,479,insert_memory,neo4j,11279.544,11286.092,11290.278,11290.786,True,11296.342,1,ok,False
480,p53a_evt_000480,p53a_000480,480,update_relation,neo4j,11296.353,11304.521,11308.756,11309.261,True,11313.235,1,ok,False
481,p53a_evt_000481,p53a_000481,481,insert_memory,neo4j,11313.246,11320.637,11324.801,11325.294,True,11326.939,1,ok,False
482,p53a_evt_000482,p53a_000482,482,insert_memory,neo4j,11326.951,11335.076,11339.396,11339.891,True,11341.642,1,ok,False
483,p53a_evt_000483,p53a_000483,483,insert_memory,neo4j,11341.652,11351.419,11356.168,11356.714,True,11361.684,1,ok,False
484,p53a_evt_000484,p53a_000484,484,insert_memory,neo4j,11361.696,11371.638,11376.272,11376.785,True,11378.526,1,ok,False
485,p53a_evt_000485,p53a_000485,485,insert_memory,neo4j,11378.537,11385.719,11390.182,11390.658,True,11393.087,1,ok,False
486,p53a_evt_000486,p53a_000486,486,insert_memory,neo4j,11393.098,11401.447,11406.425,11406.946,True,11412.495,1,ok,False
487,p53a_evt_000487,p53a_000487,487,update_relation,neo4j,11412.507,11419.027,11423.078,11423.581,True,11425.308,1,ok,False
488,p53a_evt_000488,p53a_000488,488,insert_memory,neo4j,11425.319,11433.219,11437.472,11437.967,True,11439.96,1,ok,False
489,p53a_evt_000489,p53a_000489,489,update_relation,neo4j,11439.971,11447.209,11452.556,11453.07,True,11454.854,1,ok,False
490,p53a_evt_000490,p53a_000490,490,insert_memory,neo4j,11454.865,11462.5,11468.681,11469.178,True,11471.319,1,ok,False
491,p53a_evt_000491,p53a_000491,491,insert_memory,neo4j,11471.33,11477.728,11482.524,11483.053,True,11485.286,1,ok,False
492,p53a_evt_000492,p53a_000492,492,insert_memory,neo4j,11485.296,11492.285,11496.438,11496.923,True,11502.94,1,ok,False
493,p53a_evt_000493,p53a_000493,493,insert_memory,neo4j,11502.952,11509.678,11513.866,11514.391,True,11516.747,1,ok,False
494,p53a_evt_000494,p53a_000494,494,insert_memory,neo4j,11516.759,11525.441,11530.763,11531.372,True,11534.121,1,ok,False
495,p53a_evt_000495,p53a_000495,495,insert_memory,neo4j,11534.133,11541.114,11545.431,11546.001,True,11548.029,1,ok,False
496,p53a_evt_000496,p53a_000496,496,replace_relation,neo4j,11548.04,11555.466,11561.511,11562.016,True,11564.557,1,ok,False
497,p53a_evt_000497,p53a_000497,497,insert_memory,neo4j,11564.568,11571.839,11576.506,11576.988,True,11578.611,1,ok,False
498,p53a_evt_000498,p53a_000498,498,insert_memory,neo4j,11578.622,11585.686,11591.329,11591.828,True,11594.035,1,ok,False
499,p53a_evt_000499,p53a_000499,499,update_relation,neo4j,11594.045,11600.779,11605.47,11606.043,True,11608.098,1,ok,False
500,p53a_evt_000500,p53a_000500,500,insert_memory,neo4j,11608.11,11614.896,11620.379,11620.922,True,11626.242,1,ok,False
501,p53a_evt_000501,p53a_000501,501,insert_memory,neo4j,11626.253,11632.884,11637.71,11638.253,True,11642.255,1,ok,False
502,p53a_evt_000502,p53a_000502,502,insert_memory,neo4j,11642.266,11651.491,11656.543,11657.112,True,11659.028,1,ok,False
503,p53a_evt_000503,p53a_000503,503,update_relation,neo4j,11659.039,11668.774,11673.045,11673.635,True,11675.859,1,ok,False
504,p53a_evt_000504,p53a_000504,504,replace_relation,neo4j,11675.871,11683.895,11688.348,11688.876,True,11690.662,1,ok,False
505,p53a_evt_000505,p53a_000505,505,insert_memory,neo4j,11690.673,11696.501,11700.855,11701.412,True,11703.22,1,ok,False
506,p53a_evt_000506,p53a_000506,506,insert_memory,neo4j,11703.23,11711.6,11716.726,11717.298,True,11724.28,1,ok,False
507,p53a_evt_000507,p53a_000507,507,update_relation,neo4j,11724.293,11732.565,11737.484,11738.011,True,11739.621,1,ok,False
508,p53a_evt_000508,p53a_000508,508,update_relation,neo4j,11739.631,11746.357,11751.802,11752.277,True,11754.603,1,ok,False
509,p53a_evt_000509,p53a_000509,509,insert_memory,neo4j,11754.613,11760.843,11765.19,11765.729,True,11767.399,1,ok,False
510,p53a_evt_000510,p53a_000510,510,insert_memory,neo4j,11767.41,11774.504,11780.529,11781.047,True,11787.539,1,ok,False
511,p53a_evt_000511,p53a_000511,511,insert_memory,neo4j,11787.55,11794.258,11798.494,11799.035,True,11800.95,1,ok,False
512,p53a_evt_000512,p53a_000512,512,insert_memory,neo4j,11800.96,11807.254,11810.935,11811.434,True,11813.137,1,ok,False
513,p53a_evt_000513,p53a_000513,513,insert_memory,neo4j,11813.147,11821.333,11826.041,11826.552,True,11832.926,1,ok,False
514,p53a_evt_000514,p53a_000514,514,insert_memory,neo4j,11832.939,11840.368,11846.039,11846.569,True,11848.71,1,ok,False
515,p53a_evt_000515,p53a_000515,515,update_relation,neo4j,11848.723,11855.365,11859.795,11860.286,True,11862.013,1,ok,False
516,p53a_evt_000516,p53a_000516,516,replace_relation,neo4j,11862.023,11869.911,11873.868,11874.348,True,11875.892,1,ok,False
517,p53a_evt_000517,p53a_000517,517,update_relation,neo4j,11875.901,11882.332,11886.687,11887.169,True,11889.102,1,ok,False
518,p53a_evt_000518,p53a_000518,518,insert_memory,neo4j,11889.112,11894.794,11900.031,11900.626,True,11902.427,1,ok,False
519,p53a_evt_000519,p53a_000519,519,insert_memory,neo4j,11902.438,11908.948,11912.911,11913.431,True,11916.075,1,ok,False
520,p53a_evt_000520,p53a_000520,520,update_relation,neo4j,11916.086,11923.047,11928.37,11928.891,True,11930.672,1,ok,False
521,p53a_evt_000521,p53a_000521,521,insert_memory,neo4j,11930.688,11939.708,11944.075,11944.587,True,11947.25,1,ok,False
522,p53a_evt_000522,p53a_000522,522,update_relation,neo4j,11947.261,11954.093,11958.415,11958.92,True,11960.852,1,ok,False
523,p53a_evt_000523,p53a_000523,523,update_relation,neo4j,11960.864,11969.149,11973.201,11973.676,True,11975.45,1,ok,False
524,p53a_evt_000524,p53a_000524,524,insert_memory,neo4j,11975.46,11981.736,11986.229,11986.731,True,11988.459,1,ok,False
525,p53a_evt_000525,p53a_000525,525,update_relation,neo4j,11988.47,11996.477,12000.764,12001.239,True,12004.067,1,ok,False
