memory_id,entities,relations,keywords
conv-47_session_27_D27:6,"inspire, james",inspire,"always, amazing, cool, create, creating, game, games, gave, great, inspiration, inspire, james, playing, plus, pushed, really, something, special, story, ton"
conv-47_session_27_D27:7,,,
conv-47_session_27_D27:8,"create, desire, different, games, james",express,"create, desire, different, effort, games, genres, ideas, james, journey, leads, make, much, new, paid, pumped, put, ready, see, test"
conv-47_session_27_D27:9,"james, john",encourage,"come, creations, determination, development, game, going, great, incredible, james, john, journey, keep, leads, love, new, see, things, wait"
conv-47_session_28_D28:1,,,
conv-47_session_28_D28:10,,,
conv-47_session_28_D28:11,,,
conv-47_session_28_D28:12,"john, plan",plan,"cool, different, exciting, explore, found, ideas, implement, john, plan, programming, techniques, use, work, yeah"
conv-47_session_28_D28:13,,,
conv-47_session_28_D28:14,"ideas, john, new, programming, techniques",try,"always, experimenting, forward, fun, ideas, john, looking, new, programming, seeing, techniques, things, tried, try, yet"
conv-47_session_28_D28:15,,,
conv-47_session_28_D28:16,"john, resources, tutorials",share,"approaches, cool, find, john, learned, new, programming, resources, send, techniques, tutorials"
conv-47_session_28_D28:17,,,
conv-47_session_28_D28:18,,,
conv-47_session_28_D28:19,,,
conv-47_session_28_D28:2,,,
conv-47_session_28_D28:20,,,
conv-47_session_28_D28:21,"console, friend, james, mother",play,"age, ago, console, enough, friend, funny, gaming, james, like, long, military, mother, old, pic, playing, pup, retired, see, serving, setup"
conv-47_session_28_D28:22,,,
conv-47_session_28_D28:23,,,
conv-47_session_28_D28:24,,,
conv-47_session_28_D28:25,"james, legend, mario, super, zelda",play,"blast, first, gaming, hours, james, kid, legend, mario, oh, passion, play, sparked, super, system, totally, yeah, zelda"
conv-47_session_28_D28:26,,,
conv-47_session_28_D28:27,"2077, cyberpunk, james",try,"2077, addictive, cyberpunk, ever, game, games, gaming, great, hooked, introduced, james, since, tried, way, yesterday"
conv-47_session_28_D28:28,,,
conv-47_session_28_D28:29,,,
conv-47_session_28_D28:3,"complexity, creativity, games, james, power","appreciate, lose","ago, annoying, apartment, big, complexity, creativity, days, game, games, gotten, hours, james, lost, playing, power, reveal, three, wait"
conv-47_session_28_D28:30,"james, john",advise,"changing, characters, choice, choices, dialogues, difficult, even, everything, go, james, john, life, lines, make, right, thing, wrong"
conv-47_session_28_D28:31,,,
conv-47_session_28_D28:32,"james, john",remind,"character, every, friends, game, james, john, remember, spoil, want"
conv-47_session_28_D28:33,,,
conv-47_session_28_D28:34,,,
conv-47_session_28_D28:35,,,
conv-47_session_28_D28:4,,,
conv-47_session_28_D28:5,,,
conv-47_session_28_D28:6,"great, john, programming, seminar, turnout",organize,"great, john, last, learned, lesson, organized, programming, progress, save, seminar, turnout, way, week"
conv-47_session_28_D28:7,,,
conv-47_session_28_D28:8,"enjoy, john",enjoy,"benefited, enjoy, experience, fulfilling, great, group, interesting, john, knowledge, learned, new, really, see, seminar, share, things, turnout, well, went"
conv-47_session_28_D28:9,,,
conv-47_session_29_D29:1,"amount, decent, friends, gaming, john, money, tournament","organize, raise","amazing, amount, awesome, buddies, cause, children, combining, decent, felt, fortnite, friends, games, gaming, good, great, held, hey, hope, hospital, james"
conv-47_session_29_D29:10,,,
conv-47_session_29_D29:11,,,
conv-47_session_29_D29:12,"bar, criterion, james, mcgee, samantha",memory,"apartment, bar, choice, criteria, criterion, honest, james, love, mcgee, nearby, one, particular, samantha"
conv-47_session_29_D29:13,,,
conv-47_session_29_D29:14,,,
conv-47_session_29_D29:15,,,
conv-47_session_29_D29:16,,,
conv-47_session_29_D29:2,,,
conv-47_session_29_D29:3,"games, john, playing, tournament",organize,"amount, apex, atmosphere, awesome, blast, cause, competitive, end, everyone, feels, games, gaming, good, great, hospital, john, kids, legends, love, money"
conv-47_session_29_D29:4,,,
conv-47_session_29_D29:5,"atmosphere, hyped, john",capture,"atmosphere, cause, check, everyone, felt, good, got, great, hyped, john, knowing, playing, shot, tournament"
conv-47_session_29_D29:6,,,
conv-47_session_29_D29:7,,,
conv-47_session_29_D29:8,"decide, james",decide,"actually, decide, decided, james, move, new, samantha, something, together"
conv-47_session_29_D29:9,,,
conv-47_session_2_D2:1,"avatar, game, james",create,"adventure, avatar, awesome, chatting, community, cool, every, exploring, feel, fun, game, gamers, happened, hey, james, john, joined, like, made, new"
conv-47_session_2_D2:10,"detector, john, metal",use,"along, beaches, bought, detector, getting, hobby, into, john, looking, metal, new, recently, something, walk, worthwhile"
conv-47_session_2_D2:11,,,
conv-47_session_2_D2:12,"caps, john",bottle,"bottle, caps, coins, couple, even, found, gold, john, mostly, ring, times"
conv-47_session_2_D2:13,,,
conv-47_session_2_D2:14,,,
conv-47_session_2_D2:15,,,
conv-47_session_2_D2:16,,,
conv-47_session_2_D2:17,"dogs, done, james, lots, two",,"daisy, dogs, done, family, fast, james, like, lots, paw, picked, picture, rollover, sit, stay, training, treat, tricks, two, waiting"
conv-47_session_2_D2:18,"future, getting, interest, john, pet",express,"adorable, aww, bad, best, better, future, getting, interest, john, life, make, much, must, one, pet, pets, someday, want, yet"
conv-47_session_2_D2:19,"james, offer",offer,"bring, companionship, find, great, help, interested, james, love, make, much, offer, one, parent, perfect, pet, truly"
conv-47_session_2_D2:2,,,
conv-47_session_2_D2:20,,,
conv-47_session_2_D2:21,,,
conv-47_session_2_D2:3,,,
conv-47_session_2_D2:4,,,
conv-47_session_2_D2:5,"escape, james, relaxation, stress",provide,"escape, james, language, passion, refuge, relaxation, shared, stress, times, tough, yeah"
conv-47_session_2_D2:6,,,
conv-47_session_2_D2:7,"games, james",see,"another, feeling, forget, games, get, go, james, like, lost, overwhelmed, relax, therapy, troubles, world"
conv-47_session_2_D2:8,,,
conv-47_session_2_D2:9,"different, gaming, james, lately, something, styles, try",explore,"any, checking, different, fresh, fun, gaming, hobbies, james, john, lately, new, recently, something, styles, test, try, ways"
conv-47_session_30_D30:1,"dogs, family, james, road, trip",start,"awesome, dogs, exploring, family, fun, furballs, hey, hope, james, john, nature, new, places, road, spending, started, taking, time, trip, well"
conv-47_session_30_D30:10,"john, recommend",recommend,"advice, analyzing, builds, chess, earlier, experienced, foundation, games, gave, help, helped, important, john, learning, like, moves, opening, openings, past, players"
conv-47_session_30_D30:11,,,
conv-47_session_30_D30:12,,,
conv-47_session_30_D30:13,,,
conv-47_session_30_D30:14,"allows, football, game, john, online, playing",hook,"23, ability, allows, called, enjoy, fifa, football, game, great, hooked, john, online, play, players, playing, world"
conv-47_session_30_D30:15,"gaming, genre, james, new",try,"awesome, gaming, genre, james, new, sounds, sports, try, wanted, wow"
conv-47_session_30_D30:16,,,
conv-47_session_30_D30:17,,,
conv-47_session_30_D30:18,"john, suggest",suggest,"gamepad, john, need, sense, suggest, timing"
conv-47_session_30_D30:19,,,
conv-47_session_30_D30:2,,,
conv-47_session_30_D30:3,,,
conv-47_session_30_D30:4,"chess, john, regional, tournament",win,"came, chess, intense, john, regional, top, tournament"
conv-47_session_30_D30:5,,,
conv-47_session_30_D30:6,,,
conv-47_session_30_D30:7,,,
conv-47_session_30_D30:8,"involve, john",involve,"ahead, analyzing, anticipating, involve, involved, john, moves, one, opponent, stay, step, strategy"
conv-47_session_30_D30:9,,,
conv-47_session_31_D31:1,"friends, james, josh, mark",visit,"already, currently, family, friends, great, guess, hey, james, john, josh, mark, road, time, trip, visited"
conv-47_session_31_D31:10,,,
conv-47_session_31_D31:11,"animal, james, road, sanctuary, trip",visit,"animal, cute, dogs, furry, james, love, many, pals, rescue, road, sanctuary, thought, trip, visited"
conv-47_session_31_D31:12,,,
conv-47_session_31_D31:13,"dogs, home, james, three",,"already, cute, dogs, home, james, much, remembered, rescue, take, think, three, wanted"
conv-47_session_31_D31:14,"dog, john",,"dog, gotten, john, like, one, really, right, still, want"
conv-47_session_31_D31:15,,,
conv-47_session_31_D31:16,,,
conv-47_session_31_D31:17,,,
conv-47_session_31_D31:18,,,
conv-47_session_31_D31:19,,,
conv-47_session_31_D31:2,"developer, game, john, project",work,"awesome, come, developer, experience, fun, game, great, hey, ideas, incredible, james, john, life, project, see, sounds, super, weekend, worked"
conv-47_session_31_D31:20,"bring, dogs, happiness, john, positivity",appreciate,"accept, amazing, appreciate, bring, buddies, cousin, daily, definitely, dog, dogs, dose, happiness, james, john, joy, judgement, life, love, much, positivity"
conv-47_session_31_D31:21,,,
conv-47_session_31_D31:22,"john, luna",name,"john, luna, name"
conv-47_session_31_D31:23,,,
conv-47_session_31_D31:24,,,
conv-47_session_31_D31:25,,,
conv-47_session_31_D31:3,,,
conv-47_session_31_D31:4,,,
conv-47_session_31_D31:5,,,
conv-47_session_31_D31:6,"board, demo, game, john, online",release,"board, demo, feedback, game, john, online, others, release, soon, suggestions, try, wait"
conv-47_session_31_D31:7,,,
conv-47_session_31_D31:8,,,
conv-47_session_31_D31:9,,,
conv-47_session_3_D3:1,"booster, confidence, huge, john, level, next",advance,"achieved, advanced, big, booster, confidence, felt, finally, game, hey, huge, james, john, last, level, like, long, next, really, see, something"
conv-47_session_3_D3:10,,,
conv-47_session_3_D3:11,,,
conv-47_session_3_D3:12,,,
conv-47_session_3_D3:13,,,
conv-47_session_3_D3:14,,,
conv-47_session_3_D3:15,"goals, john, new",hit,"always, commitment, game, goals, hit, hobbies, john, looking, motivated, new, stay, stuff, true"
conv-47_session_3_D3:16,,,
conv-47_session_3_D3:17,,,
conv-47_session_3_D3:18,"different, games, into, james, types",get,"different, exciting, games, getting, into, james, like, really, rpgs, strategy, types"
conv-47_session_3_D3:19,,,
conv-47_session_3_D3:2,,,
conv-47_session_3_D3:20,,,
conv-47_session_3_D3:21,,,
conv-47_session_3_D3:22,,,
conv-47_session_3_D3:23,,,
conv-47_session_3_D3:3,"drums, john",play,"drums, james, john, pic, play, set, thanks"
conv-47_session_3_D3:4,,,
conv-47_session_3_D3:5,,,
conv-47_session_3_D3:6,,,
conv-47_session_3_D3:7,,,
conv-47_session_3_D3:8,"enjoy, james",enjoy,"connect, cutting, edge, enjoy, friends, games, gaming, got, graphics, great, incredible, james, kinds, new, passion, playing, plus, relax, share, system"
conv-47_session_3_D3:9,,,
conv-47_session_4_D4:1,"james, john",ask,"any, chat, games, hey, james, john, lately, long, new, playing, time"
conv-47_session_4_D4:10,,,
conv-47_session_4_D4:11,"james, john",ask,"advice, cool, james, john, remember"
conv-47_session_4_D4:12,"james, remember",remember,"always, communicate, correctly, ego, important, james, need, never, put, remember, success, team, thing"
conv-47_session_4_D4:13,"communication, gaming, importance, john, teamwork",discuss,"accomplished, comms, communicate, communication, everyone, gaming, importance, important, incredible, john, match, super, team, teamwork, together, usually, works, yeah"
conv-47_session_4_D4:14,"james, team",communicate,"chat, communicate, effectively, fast, helps, james, team, together, us, use, usually, voice, work"
conv-47_session_4_D4:15,"james, john",ask,"communication, game, good, helps, james, john, like, plan, playing, really, sounds, team"
conv-47_session_4_D4:16,"enjoy, james",enjoy,"apex, called, check, enjoy, favourite, game, intense, james, legends, playing, screenshot, team, us"
conv-47_session_4_D4:17,,,
conv-47_session_4_D4:18,,,
conv-47_session_4_D4:19,"inquire, john",inquire,"any, definitely, forward, fun, games, hmm, inquire, john, looking, makes, new, speed, trying"
conv-47_session_4_D4:2,"gaming, james, online, tournament",join,"busy, fun, gaming, hey, intense, james, john, joined, online, photo, report, tournament, yeah, yesterday"
conv-47_session_4_D4:20,"games, james, like, mobas, new, rpgs",try,"always, cool, excited, games, james, like, mobas, new, rpgs, sounds, thinking, try, trying, yeah"
conv-47_session_4_D4:21,,,
conv-47_session_4_D4:22,,,
conv-47_session_4_D4:23,,,
conv-47_session_4_D4:24,"james, plan",plan,"bye, games, james, john, keep, new, plan, soon, sure, talk, updated"
conv-47_session_4_D4:25,,,
conv-47_session_4_D4:3,"gaming, james, john, online, performance, tournament",inquire,"awesome, blast, gaming, glad, go, james, john, looks, online, performance, tournament"
conv-47_session_4_D4:4,,,
conv-47_session_4_D4:5,,,
conv-47_session_4_D4:6,"final, gaming, james, online, rounds, tournament",participate,"best, blast, close, competing, final, forward, gaming, james, john, looking, make, next, online, players, rounds, talented, thanks, though, tough, tournament"
conv-47_session_4_D4:7,"james, john",ask,"any, famous, james, john, met, player"
conv-47_session_4_D4:8,"famous, james, player, team, whole",meet,"chance, couple, even, famous, gaming, gave, get, james, met, one, photo, pity, player, take, team, tips, whole"
conv-47_session_4_D4:9,,,
conv-47_session_5_D5:1,"james, pup, shelter",adopt,"adopted, any, chat, days, fam, gaming, goals, happier, hey, james, john, last, long, much, named, ned, progress, pup, shelter, stamford"
