memory_id,conversation_id,representation,token_count
conv-44_session_26_D26:2,conv-44,,0
conv-44_session_26_D26:3,conv-44,,0
conv-44_session_26_D26:4,conv-44,,0
conv-44_session_26_D26:5,conv-44,"Entities: audrey, positive, reinforcement, techniques
Relations: use
Keywords: audrey, behaviorist, changes, gave, handle, help, hopeful, positive, progress, reinforcement, routine, still, suggested, techniques, tips, using, work",25
conv-44_session_26_D26:6,conv-44,,0
conv-44_session_26_D26:7,conv-44,,0
conv-44_session_26_D26:8,conv-44,,0
conv-44_session_26_D26:9,conv-44,"Entities: audrey, dogs
Relations: keep
Keywords: audrey, devoted, dogs, encouragement, everything, happy, healthy, keeping, lot, mean, really, thanks, tough, words",20
conv-44_session_26_D26:10,conv-44,"Entities: andrew, appear
Relations: appear
Keywords: andrew, appear, great, job, lucky",11
conv-44_session_26_D26:11,conv-44,,0
conv-44_session_26_D26:12,conv-44,,0
conv-44_session_26_D26:13,conv-44,"Entities: audrey, mention
Relations: mention
Keywords: audrey, back, chihuahua, day, lab, mention, mixes, mutts, need, normal, panda, pepper, pixie, precious, really, thanks, wait",23
conv-44_session_26_D26:14,conv-44,,0
conv-44_session_26_D26:15,conv-44,,0
conv-44_session_26_D26:16,conv-44,,0
conv-44_session_26_D26:17,conv-44,,0
conv-44_session_26_D26:18,conv-44,,0
conv-44_session_26_D26:19,conv-44,,0
conv-44_session_26_D26:20,conv-44,"Entities: andrew, plan
Relations: plan
Keywords: andrew, blast, date, exploring, girlfriend, going, good, grab, picnic, plan, saturday, snacks, sound, sunday, yay",21
conv-44_session_26_D26:21,conv-44,"Entities: andrew, audrey, eagerness, excitement, go, hiking
Relations: express
Keywords: andrew, audrey, bring, eagerness, excited, excitement, go, going, hiking, saturday, snack, super, works",23
conv-44_session_26_D26:22,conv-44,"Entities: andrew, nature
Relations: explore
Keywords: andrew, babies, day, fur, gonna, good, nature, time, wait",15
conv-44_session_26_D26:23,conv-44,,0
conv-44_session_26_D26:24,conv-44,,0
conv-44_session_26_D26:25,conv-44,,0
conv-44_session_26_D26:26,conv-44,,0
conv-44_session_26_D26:27,conv-44,,0
conv-44_session_26_D26:28,conv-44,,0
conv-44_session_26_D26:29,conv-44,,0
conv-44_session_26_D26:30,conv-44,,0
conv-44_session_26_D26:31,conv-44,,0
conv-44_session_26_D26:32,conv-44,,0
conv-44_session_26_D26:33,conv-44,,0
conv-44_session_26_D26:34,conv-44,,0
conv-44_session_26_D26:35,conv-44,,0
conv-44_session_26_D26:36,conv-44,,0
conv-44_session_26_D26:37,conv-44,,0
conv-44_session_26_D26:38,conv-44,,0
conv-44_session_26_D26:39,conv-44,,0
conv-44_session_26_D26:40,conv-44,,0
conv-44_session_26_D26:41,conv-44,,0
conv-44_session_26_D26:42,conv-44,,0
conv-44_session_26_D26:43,conv-44,,0
conv-44_session_26_D26:44,conv-44,,0
conv-44_session_26_D26:45,conv-44,,0
conv-44_session_26_D26:46,conv-44,,0
conv-44_session_26_D26:47,conv-44,,0
conv-44_session_27_D27:1,conv-44,"Entities: andrew, bike, girlfriend, ride
Relations: go
Keywords: andrew, audrey, away, awesome, bike, city, cool, get, girlfriend, great, hey, nature, outside, park, ride, stumbled, surrounded, town, upon, weekend",28
conv-44_session_27_D27:2,conv-44,"Entities: audrey, enjoy
Relations: enjoy
Keywords: able, air, around, audrey, better, care, checking, cool, dog, dogs, enjoy, four, fresh, fun, get, group, joined, last, learn, love",26
conv-44_session_27_D27:3,conv-44,,0
conv-44_session_27_D27:4,conv-44,"Entities: audrey, dog, owners
Relations: meet
Keywords: audrey, dog, ever, fun, joining, lot, meet, one, owners, parents, play, thought, tips, together, try, week, yeah",24
conv-44_session_27_D27:5,conv-44,"Entities: andrew, consider
Relations: consider
Keywords: adorable, already, andrew, another, any, care, consider, dog, dogs, fun, getting, looks, lot, made, multi, owner, pet, pups, seeing, still",26
conv-44_session_27_D27:6,conv-44,,0
conv-44_session_27_D27:7,conv-44,,0
conv-44_session_27_D27:8,conv-44,,0
conv-44_session_27_D27:9,conv-44,,0
conv-44_session_27_D27:10,conv-44,,0
conv-44_session_27_D27:11,conv-44,,0
conv-44_session_27_D27:12,conv-44,,0
conv-44_session_27_D27:13,conv-44,,0
conv-44_session_27_D27:14,conv-44,"Entities: activities, audrey, dogs, like, mental, puzzles, stimulation
Relations: engage
Keywords: activities, audrey, busy, dogs, give, hide, keep, like, lots, love, mental, puzzles, seek, stimulation, training",26
conv-44_session_27_D27:15,conv-44,,0
conv-44_session_27_D27:16,conv-44,,0
conv-44_session_27_D27:17,conv-44,,0
conv-44_session_27_D27:18,conv-44,"Entities: andrew, audrey, friendship
Relations: value
Keywords: andrew, audrey, friends, friendship, lot, means, supporting",14
conv-44_session_28_D28:1,conv-44,"Entities: audrey, dogs
Relations: refer, take
Keywords: andrew, audrey, calm, crazy, cut, cute, dogs, friday, fur, hey, kids, last, like, long, looked, pet, psyched, salon, tails, talk",27
conv-44_session_28_D28:2,conv-44,,0
conv-44_session_28_D28:3,conv-44,"Entities: audrey, dogs
Relations: worry
Keywords: always, audrey, coats, dogs, good, groomed, look, looking, new, pic, places, really, salon, shiny, top, worry",22
conv-44_session_28_D28:4,conv-44,,0
conv-44_session_28_D28:5,conv-44,"Entities: audrey, see
Relations: see
Keywords: audrey, doggy, friends, furry, good, groomers, guess, haha, happy, job, lot, means, mom, new, places, see, settled, taken, thanks, yet",26
conv-44_session_28_D28:6,conv-44,"Entities: andrew, dog, named, new, scout
Relations: adopt
Keywords: adpot, andrew, another, chance, day, dog, doggo, got, groomer, guess, help, named, new, photo, scout, soon, take, yet",27
conv-44_session_28_D28:7,conv-44,,0
conv-44_session_28_D28:8,conv-44,,0
conv-44_session_28_D28:9,conv-44,,0
conv-44_session_28_D28:10,conv-44,"Entities: andrew, name
Relations: name
Keywords: air, andrew, big, buddy, fresh, fun, get, gonna, name, nearby, park, scout, take, thanks, toby",21
conv-44_session_28_D28:11,conv-44,,0
conv-44_session_28_D28:12,conv-44,"Entities: andrew, comfort, safety
Relations: value
Keywords: addition, andrew, bed, case, comfort, cute, dog, entertainment, essentials, first, get, got, keeping, leash, like, little, new, outside, pads, park",27
conv-44_session_28_D28:13,conv-44,"Entities: andrew, appreciate, audrey, plan
Relations: appreciate, plan
Keywords: andrew, appreciate, audrey, buddy, creating, feel, fun, get, girlfriend, great, important, introduce, lucky, makes, place, plan, pups, really, safe, scout",29
conv-44_session_28_D28:14,conv-44,"Entities: andrew, gratitude
Relations: express
Keywords: amazing, andrew, dogs, feel, friends, furry, gratitude, lucky, many, scout, thanks",17
conv-44_session_28_D28:15,conv-44,"Entities: audrey, feel
Relations: feel
Keywords: audrey, exploring, feel, glad, great, life, loved, meeting, new, part, people, really, safe",19
conv-44_session_28_D28:16,conv-44,,0
conv-44_session_28_D28:17,conv-44,"Entities: audrey, dogs, family, part
Relations: consider
Keywords: audrey, awesome, bring, dogs, family, friendship, grateful, joy, life, much, part, really, thanks",21
conv-44_session_28_D28:18,conv-44,"Entities: andrew, dogs, family, members
Relations: consider
Keywords: always, amazing, andrew, count, dogs, family, friends, furry, great, lucky, member, members, us, yeah",22
conv-44_session_3_D3:1,conv-44,"Entities: andrew, enjoy, hike, peacefulness
Relations: enjoy, miss
Keywords: andrew, audrey, cafe, chatting, check, city, enjoy, feel, fun, girl, hey, hike, kinda, last, like, man, miss, missed, nature, new",29
conv-44_session_3_D3:2,conv-44,"Entities: audrey, compare
Relations: compare
Keywords: andrew, audrey, awesome, beauty, cafe, compare, compared, concrete, enjoyed, feeling, glad, hey, jungles, know, mean, nature, peace, pretty, sounds, surrounded",26
conv-44_session_3_D3:3,conv-44,,0
conv-44_session_3_D3:4,conv-44,"Entities: audrey, us
Relations: bring
Keywords: amazing, audrey, back, bigger, bringing, earth, get, nature, part, reminding, something, totally, us, way",20
conv-44_session_3_D3:5,conv-44,"Entities: andrew, soothe
Relations: soothe
Keywords: andrew, button, chaotic, gets, hitting, life, like, nature, really, reset, soothe, soothing, way, yeah",20
conv-44_session_3_D3:6,conv-44,"Entities: audrey, dogs
Relations: take
Keywords: audrey, center, definitely, dogs, find, helps, park, recharges, taking, walk",16
conv-44_session_3_D3:7,conv-44,,0
conv-44_session_3_D3:8,conv-44,,0
conv-44_session_3_D3:9,conv-44,,0
conv-44_session_3_D3:10,conv-44,,0
conv-44_session_3_D3:11,conv-44,"Entities: andrew, new, places
Relations: discover
Keywords: andrew, around, discover, eat, girlfriend, great, long, love, new, places, something, town, try, way, week, wind",23
conv-44_session_3_D3:12,conv-44,,0
conv-44_session_3_D3:13,conv-44,"Entities: amazing, andrew, awesome, cafe, pastries
Relations: find
Keywords: amazing, andrew, awesome, cafe, found, irresistible, pastries, smell",17
conv-44_session_3_D3:14,conv-44,,0
conv-44_session_3_D3:15,conv-44,,0
conv-44_session_3_D3:16,conv-44,,0
conv-44_session_3_D3:17,conv-44,,0
conv-44_session_3_D3:18,conv-44,"Entities: audrey, enjoy
Relations: enjoy
Keywords: amazing, audrey, enjoy, favorite, glad, got, last, let, made, metioned, party, pastries, pastry, since, sometime, sounds, treats, week, wow",25
conv-44_session_3_D3:19,conv-44,,0
conv-44_session_3_D3:20,conv-44,,0
conv-44_session_3_D3:21,conv-44,,0
conv-44_session_3_D3:22,conv-44,,0
conv-44_session_3_D3:23,conv-44,,0
conv-44_session_3_D3:24,conv-44,,0
conv-44_session_3_D3:25,conv-44,,0
conv-44_session_3_D3:26,conv-44,"Entities: audrey, love
Relations: symbolize
Keywords: arm, audrey, got, know, love, mean, much, right, tattoos, world",16
conv-44_session_3_D3:27,conv-44,,0
conv-44_session_3_D3:28,conv-44,,0
conv-44_session_3_D3:29,conv-44,,0
conv-44_session_3_D3:30,conv-44,,0
conv-44_session_3_D3:31,conv-44,,0
conv-44_session_4_D4:1,conv-44,"Entities: amazing, audrey, experience, hummingbird
Keywords: amazing, andrew, around, audrey, beautiful, cool, dart, experience, finally, hey, hike, hummingbird, last, long, nature, talk, time, watching, week, went",26
conv-44_session_4_D4:2,conv-44,"Entities: andrew, refresh
Relations: refresh
Keywords: andrew, audrey, awesome, best, feeling, feels, found, get, glad, good, hear, hey, hike, hummingbird, nature, nearby, new, news, open, refresh",26
conv-44_session_4_D4:3,conv-44,,0
conv-44_session_4_D4:4,conv-44,"Entities: andrew, city
Relations: escape
Keywords: andrew, break, city, escape, least, much, needed, try, usually, weekend",16
conv-44_session_4_D4:5,conv-44,,0
conv-44_session_4_D4:6,conv-44,"Entities: andrew, invigorate
Relations: invigorate
Keywords: air, andrew, breathing, feels, fresh, great, greenery, hard, into, invigorate, invigorating, mountain, nature, peaceful, put, standing, surrounded, therapeutic, top, words",26
conv-44_session_4_D4:7,conv-44,,0
conv-44_session_4_D4:8,conv-44,"Entities: andrew, moments, special
Relations: capture
Keywords: andrew, capture, feeling, moments, others, share, special, try, yeah",16
conv-44_session_4_D4:9,conv-44,,0
conv-44_session_4_D4:10,conv-44,"Entities: andrew, joy, positivity
Relations: spread
Keywords: agree, andrew, brings, effect, feeling, find, joy, like, motivate, peace, people, positivity, ripple, spread, spreading",22
conv-44_session_4_D4:11,conv-44,,0
conv-44_session_4_D4:12,conv-44,,0
conv-44_session_4_D4:13,conv-44,,0
conv-44_session_4_D4:14,conv-44,"Entities: acknowledge, andrew
Relations: acknowledge
Keywords: acknowledge, andrew, anything, big, effect, even, fun, gestures, goal, going, good, joy, littlest, new, realize, right, spreading, vibes, yup",25
conv-44_session_4_D4:15,conv-44,"Entities: audrey, care
Relations: take
Keywords: audrey, busy, care, changed, fulfilling, last, much, pets, really, since, spending, taking, talked, time",20
conv-44_session_4_D4:16,conv-44,,0
conv-44_session_4_D4:17,conv-44,"Entities: audrey, hikes
Relations: go
Keywords: audrey, dogs, exploring, expressions, fun, go, great, happy, hikes, love, much, nature, new, nuts, place, scents, see, tails, tell, wagging",26
conv-44_session_4_D4:18,conv-44,,0
conv-44_session_4_D4:19,conv-44,,0
conv-44_session_4_D4:20,conv-44,,0
conv-44_session_4_D4:21,conv-44,"Entities: audrey, ball, fetch, frisbee
Relations: play
Keywords: audrey, ball, chasing, chat, dog, doggie, fetch, friends, frisbee, great, love, make, meet, new, owners, park, people, play, playdate, take",28
conv-44_session_4_D4:22,conv-44,,0
conv-44_session_4_D4:23,conv-44,"Entities: audrey, playtime, toys
Relations: bring
Keywords: absolutely, adore, always, audrey, bring, energy, excited, get, love, meeting, new, pals, playdates, playtime, plus, tons, toys",24
conv-44_session_4_D4:24,conv-44,,0
conv-44_session_4_D4:25,conv-44,"Entities: audrey, dog, hats, near, park, party, spot, usual, walking
Relations: suggest, wear
Keywords: audrey, bother, dog, fun, great, hats, mingle, near, park, party, place, playdates, pooches, put, run, spot, start, treats, usual, walking",34
conv-44_session_4_D4:26,conv-44,,0
conv-44_session_4_D4:27,conv-44,"Entities: audrey, benches, lots, near, park, trees
Relations: locate
Keywords: audrey, benches, dogs, great, lots, near, park, play, right, spot, trees, us, usually, walk, watch",25
conv-44_session_4_D4:28,conv-44,"Entities: andrew, plan
Relations: plan
Keywords: andrew, away, awesome, check, far, plan, suggestion, thanks",14
conv-44_session_4_D4:29,conv-44,,0
conv-44_session_4_D4:30,conv-44,,0
conv-44_session_5_D5:1,conv-44,"Entities: andrew, browsing, dog, websites
Relations: adopt
Keywords: adopt, andrew, annoying, asking, browsing, dog, doggo, friends, fun, hey, last, looking, shelters, since, spoke, visiting, websites",25
conv-44_session_5_D5:2,conv-44,,0
conv-44_session_5_D5:3,conv-44,"Entities: andrew, apartment
Relations: live
Keywords: active, adorable, andrew, apartment, awesome, best, breed, consider, considering, dog, exercise, getting, important, living, loves, meeting, needs, one, person, play",26
conv-44_session_5_D5:4,conv-44,"Entities: audrey, suggest
Relations: suggest
Keywords: advice, audrey, consider, dog, energy, good, important, needs, space, suggest",16
conv-44_session_5_D5:5,conv-44,"Entities: andrew, landlords
Relations: contact
Keywords: andrew, checking, contacting, find, finding, friendly, landlords, live, neighborhoods, perfect, pet, place, spot, tough, yeah",21
conv-44_session_5_D5:6,conv-44,,0
conv-44_session_5_D5:7,conv-44,"Entities: andrew, around, large, open, run, space
Relations: give
Keywords: andrew, around, close, dog, give, large, looking, nature, near, open, park, place, run, space, stay, woods",26
conv-44_session_5_D5:8,conv-44,"Entities: audrey, great, mention, near, park
Relations: mention
Keywords: audrey, awesome, beautiful, blast, dogs, friday, good, great, last, lucky, mention, national, near, park, plan, pup, road, took, trip, walks",29
conv-44_session_5_D5:9,conv-44,,0
conv-44_session_5_D5:10,conv-44,"Entities: audrey, road, trips
Relations: go
Keywords: active, audrey, couple, every, explore, great, months, road, stay, take, trips, way",19
conv-44_session_5_D5:11,conv-44,"Entities: andrew, go, road, trip, wish
Relations: express
Keywords: andrew, awesome, companion, furry, go, really, road, trip, wish, wow",19
conv-44_session_5_D5:12,conv-44,,0
conv-44_session_5_D5:13,conv-44,"Entities: andrew, dog, road, trip
Relations: go
Keywords: actually, adding, andrew, bucket, day, dog, go, list, road, trip, wait",19
conv-44_session_5_D5:14,conv-44,,0
conv-44_session_5_D5:15,conv-44,,0
conv-44_session_5_D5:16,conv-44,,0
conv-44_session_5_D5:17,conv-44,,0
conv-44_session_5_D5:18,conv-44,"Entities: andrew, audrey
Relations: encourage
Keywords: andrew, any, audrey, definitely, help, keep, know, let, need, posted, suggestions",17
conv-44_session_5_D5:19,conv-44,,0
conv-44_session_5_D5:20,conv-44,"Entities: andrew, audrey, dog, picture
Relations: expect
Keywords: andrew, audrey, dog, expecting, got, pic, picture, soon, yup",17
conv-44_session_5_D5:21,conv-44,,0
conv-44_session_5_D5:22,conv-44,,0
conv-44_session_6_D6:1,conv-44,"Entities: andrew, great, hike
Relations: hike
Keywords: andrew, anything, audrey, exciting, found, friends, girlfriend, going, great, hi, hike, last, lately, nature, nice, peaceful, recently, relax, spot, take",27
